,date,title,source,contents,link
10,2010.10.05.,'핵융합 올림픽' 11일 대전서 개막,연합뉴스,"핵융합기술전시회(11∼14일)가 개최되며, 사이언스 매직쇼(11일), 전기발생체험(9∼16일), 열기구체험(11∼12일) 등 과학과 전통문화를 함께 즐길 수 있는 그린 페스티벌이 행사장 주변에서 함께 진행된다. kimys@yna.co.kr",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0004687711
11,2010.09.23.,대충청방문의 해 '대전그랜드투어' 오픈,뉴시스,0,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=103&oid=003&aid=0003447614
12,2010.10.06.,"'핵융합에너지 올림픽' IAEA FEC 2010, 11일 대전서 개막",정책브리핑,"개최되며, 사이언스 매직쇼(11일), 전기발생체험(9~16일), 열기구체험(11~12일) 등 과학과 전통문화를 함께 즐길 수 있는 그린 페스티벌이 행사장 주변에서 함께 진행된다. □ 교육과학기술부는 핵융합에너지...",http://korea.kr/newsWeb/pages/brief/partNews2/view.do?dataId=155690326&call_from=extlink&call_from=extlink
13,2010.09.06.,"대전시민 10명중 7명 ""지역 문화공간 부족""",충청일보,"대전시와 구청에서 주최하는 문화행사(한여름밤의 축제, 꿈돌이사이언스페스티벌, 봄꽃축제, 갑천문화제, 유성YES!5월의 눈꽃축제 등)의 참여도 또한 28.3%에 그쳐 관 주도행사가 여전했음을 방증했다. 이와 함께 대전...",http://www.ccdailynews.com/section/?knum=170926
14,2010.10.10.,핵융합에너지올림픽 11일 대전서 개막,전자신문,"한눈에 볼 수 있는 핵융합기술전시회(11~14일)가 개최되며, 사이언스 매직쇼(11일), 전기발생체험(9~16일), 열기구체험(11~12일) 등 과학과 전통문화를 함께 즐길 수 있는 그린 페스티벌이 행사장 주변에서 진행된다. 대전=",http://www.etnews.co.kr/news/detail.html?id=201010100004
15,2010.09.06.,대전시민 30% 문화생활 전무,대전시티저널,"한편 대전시와 각 구청이 주최하는 관주도 행사인 한여름밤의 축제, 꿈돌이 사이언스 페스티벌, 봄꽃축제등의 관람율 역시 28.3%의 저조한 것으로 나타나 축제 주최들의 시민을 불러 모으기 위한 프로그램 마련이...",http://www.gocj.net/news/articleView.html?idxno=29986
16,2010.08.19.,"대전시, 민선 5기 약속사업 확정",노컷뉴스,벤처기업 판로지원 네트워크 구축 ▲물산업 클러스터 구축 ▲대덕사이언스 나눔터 조성 ▲도시농업 육성과 지역농산물 판매지원 등이다. 문화관광분야 약속사업은 9개로 ▲대전 국제 푸드&amp;와인 페스티벌 ▲첨단영상...,http://www.cbs.co.kr/nocut/Show.asp?IDX=1557376
17,2010.07.08.,[2010 대전·충청 방문의 해]대전으로 나(I)·와(&)·유(You),경향신문,"꿈돌이 사이언스 페스티벌, 대청호 음악회, 대전무용제 및 시민 축전, 대전국제열기구축제, 세계 음식축제 등 굵직굵직한 축제도 관람객들을 기다린다. 이 밖에 동구 직동 찬샘마을 등 5개 마을에서는 농촌체험마을이...",http://www.khan.co.kr/kh_news/art_view.html?artid=201007081725205&code=950301
18,2010.09.09.,"[의정속기록 대전시의회]""와인 페스티벌 치밀히 준비하라""",뉴시스,0,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=003&aid=0003427871
19,2010.04.20.,대전 꿈돌이사이언스페스티벌 23~25일 개최,연합뉴스,대전의 대표적인 과학문화축제인 '꿈돌이 사이언스페스티벌'이 23~25일 과학공원 일대에서 열린다. 12회째를 맞는 이번 축제는 '그린에너지를 찾아라 - 꿈돌이탐험대'라는 주제로 그린에너지 관련 전문업체에서 직접...,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=001&aid=0003233536
20,2010.04.23.,대전 꿈돌이사이언스페스티벌 23~25일 개최,연합뉴스,대전 꿈돌이사이언스페스티벌 23~25일 개최 대전의 대표적인 과학문화축제인 '꿈돌이 사이언스페스티벌'이 23~25일 과학공원 일대에서 열린다. 12회째를 맞는 이번 축제는 '그린에너지를 찾아라 - 꿈돌이탐험대'라는...,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=001&aid=0003241123
21,2010.04.21.,꿈돌이 사이언스 페스티벌,충청일보,【충청일보】 대전 엑스포 과학공원이 오는 23일부터 사흘간 '2010 꿈돌이 사이언스 페스티벌'을 개최할 예정이다. 올해로 12회 째를 맞는 꿈돌이사이언스페스티벌은 '그린 에너지를 찾아라 - 꿈돌이탐험대'라는 주제로...,http://www.ccdailynews.com/section/?knum=145667
22,2010.03.09.,"대전시, 나와유(I&YOU) 캠페인 추진",대전시티저널,"꿈돌이 사이언스 페스티벌, 대청호 음악회, 대전무용제 및 시민 축전, 대전국제열기구축제, 세계 음식축제 등 굵직굵직한 축제와 함께 6월 남아공월드컵 야외응원전도 '나와유 캠페인'에 맞게 확대 운영키로 했다. 이밖에...",http://www.gocj.net/news/articleView.html?idxno=26124
23,2010.12.20.,“지루한 겨울은 가라! 신나는 체험전으로 오세요.”,내일신문,"킨텍스 ■ 투니버스와 함께하는 캐릭터 페스티벌 개구리 중사 케로로, 메탈 베이블레이드, 명탐정 코난... ‘노벨사이언스 구가안보체험전’이 내년 2월13일까지 열린다. 인터넷 통신의 핵심기술 광섬유, 미사일...",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=086&aid=0002030537
24,2010.04.26.,꿈돌이사이언스페스티벌 관람객 15만명 몰려,대전시티저널,엑스포과학공원에서 개최한 2010 꿈돌이 사이언스 페스티벌 행사에 15만여명의 관람객이 다녀가 성황리에... 설비와 대전충남여성과학기술인지원센터에서 운영한 그린에너지배움터와 놀이터는 관람객들의 만족도가 제일...,http://www.gocj.net/news/articleView.html?idxno=27336
25,2010.04.23.,<주말날씨:충청권> 대전서 '과학 꿈돌이' 축전,연합뉴스,먼저 유성구 도룡동의 대전엑스포과학공원 일원에서는 23일부터 사흘간 '제12회 꿈돌이 사이언스 페스티벌'이 열린다. '그린에너지를 찾아라 - 꿈돌이탐험대'라는 주제로 열리는 이번 행사에서는 녹색에너지 체험...,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=001&aid=0003240180
26,2010.09.28.,"""대덕특구 아닌 연구단지로""<대덕 포럼>",연합뉴스,"꿈돌이사이언스페스티벌을 대전사이언스페스티벌로 격상시키고 연구단지 연구성과의 지역기업 이전을 활성화하자""고 제안했다. 성을현 충남대 교수도 이날 ""산학연간 실질적이며 수요자 중심의 협력이 이뤄지는...",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0004675015
27,2010.10.07.,흥미진진한 과학체험 즐기기,경향신문,지난해 대전엑스포과학공원에서 열린 ‘2009 대전 사이언스 페스티벌’에서 관람객들이 체험프로그램에 참여하고 있다. | 대전엑스포과학공원 제공 ㆍ대전 사이언스 페스티벌 10일까지 엑스포공원서 “과학과 함께 신나게...,http://www.khan.co.kr/kh_news/art_view.html?artid=201010072234285&code=950301
28,2010.10.08.,<주말날씨:충청권> 가을나들이 날씨로 '제격',연합뉴스,대전 사이언스 페스티벌 개막 (대전=연합뉴스) 대전의 대표적인 과학문화 축제인 '사이언스 페스티벌'이 7일 나흘간의 일정으로 대전엑스포과학공원 일원에서 개막해 공원을 찾은 어린이들이 캐릭터 공연을 보며...,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=001&aid=0004695108
29,2010.10.06.,"“원자력, 알고보니 좋은 친구네∼”",문화일보,"지난해 5월 대전 엑스포과학공원에서 개최된 ‘2009 원자력페스티벌’에 참가한 시민과 어린이들 모습. 원자력문화재단 제공 ‘원자력하고 놀자!’ 그린 E콘서트, 행복한 원자력 걷기대회, 사이언스 매직쇼 등 원자력을...",http://www.munhwa.com/news/view.html?no=20101006MW150505259723
30,2010.11.10.,한 달전만 해도 안 한다던 '와인축제' 입장 번복,대전시티저널,"대전 대표 축제라 할 수 있는 '사이언스 페스티벌'이 교육과학 기능을 담당하고 경제문화예술 분야의 세계적인 축제의 필요성도 포함돼 있다. 또 그동안 염 시장이 취임 이후 계속 강조돼 왔던 '돈 버는 축제, 경제적...",http://www.gocj.net/news/articleView.html?idxno=31081
31,2010.10.15.,'나홀로 여행' 스마트폰 있다면 걱정 뚝,머니투데이,"주요행사는 대전그랜드투어. 10월1~19일 동안 곳곳에서 펼쳐지는 이벤트를 묶은 패키지투어다. 행사는 국제 열기구축제, 사이언스 페스티벌, 한국산림문화축제 등 세부적으로 나눠져 각각 일정과 사진, 장소, 내용...",http://www.moneytoday.co.kr/view/mtview.php?type=1&no=2010092813485757334&outlink=1
32,2010.09.08.,박종선 의원 '와인축제 공감대 우선돼야',대전시티저널,"이날 대전시의회 민주당 박종선 의원(유성구 2)은 ""사이언스 페스티벌과 같은 성공한 축제를 덮어두고 새로운 와인축제 추진은 와인 주산지가 아닌 대전시와는 상충되는 것 아닌가?""라고 지적하며 ""공청회 등 시민...",http://www.gocj.net/news/articleView.html?idxno=30044
33,2010.02.23.,"[대전·충청 방문의 해]“국민여러분, 대충청人의 진한 삶의 향기에 취해보세...",동아일보,"대전은 바로 사이언스의 중심도시, 차원이 다른 별천지입니다. 대전을 살펴보는 것만으로도 새로운 세계에... 4월의 불교문화 페스티벌, 6월의 세계태권도 문화축제를 비롯하여 9월 16일부터 한 달 동안 ‘한방의 재발견’...",http://news.donga.com/3/all/20100222/26354108/1
34,2010.04.21.,“천문우주과학 체험하세요”,파이낸셜뉴스,"올해로 12회째인 꿈돌이 사이언스 페스티벌은 대전유일의 과학축제로 꿈돌이랜드와 엑스포과학공원, 대전교육과학연구원, 대전문화산업진흥원, 대전시민천문대 등에서 동시에 펼쳐진다.",http://www.fnnews.com/view?ra=Sent0901m_01A&corp=fnnews&arcid=00000921962728&cDateYear=2010&cDateMonth=04&cDateDay=21&
35,2010.04.22.,"[사람과풍경] 별 하나, 꿈 둘, 꽃잎 셋, 연주 넷…",한겨레,"대전시민천문대는 사이언스 페스티벌 기간인 23~24일, 천문대에서 재미있고 신비한 우주 이야기를 들려주는 천문 강연과 ‘별★음악회’도 열 예정이다. 천문대 안 아스트로 갤러리는 ‘노경애 개인전’이 열린다....",http://www.hani.co.kr/arti/society/area/417431.html
36,2010.04.22.,과학 축제의 한마당 '팡파르',충청일보,"23일에는 대전교육과학연구원(원장 경일호)에서 '2010 꿈돌이 사이언스 페스티벌'이 열린다. 이 자리에는 주제탐구경연마당, 과학체험퀴즈마당, 탐구학습장 등 다채로운 행사를 마련, 과학에 대한 꿈과 희망을...",http://www.ccdailynews.com/section/?knum=146171
37,2010.03.10.,“나와유(I&YOU)를 아십니까”,내일신문,"꿈돌이 사이언스 페스티벌, 대청호 음악회, 대전무용제 및 시민 축전, 대전국제열기구축제, 세계 음식축제 등도 예정돼 있다. 전통시장 살리기의 하나로 추진하는 ‘장보러 나와유~’는 전통시장별로 한복패션쇼...",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=086&aid=0001999278
38,2010.04.29.,"""구조조정이 과로사 불렀다""",충청일보,"오씨는 최근 과학공원측이 진행한 사이언스페스티벌과 관련해 잦은 야근도 했던 것으로 전해졌다. 한편, 구조조정 후 대전엑스포 재창조 사업을 서두르고 있는 대전시 측은 이 사건이 일파만파 번질 것을 우려하는...",http://www.ccdailynews.com/section/?knum=147072
39,2010.04.08.,가족이 함께 과학의 세계 즐겨요,내일신문,"◆원자력 페스티벌 = 서울 어린이대공원에서는 오는 23일부터 24일까지 이틀간 ‘2010 행복한 원자력... 공연인 ‘사이언스 매직쇼’와 환경의 소중함을 알려줄 뮤지컬 ‘지구가 뿔났다’가 부대행사로 열리며, 소녀시대...",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=086&aid=0002002665
40,2010.04.22.,`꿈돌이 별축제` 내일 개막,디지털타임스,"꿈돌이 사이언스 페스티벌은 올해로 12회째를 맞는 대전 유일의 과학축제로 꿈돌이랜드, 엑스포과학공원, 대전교육과학연구원, 대전문화산업진흥원, 대전시민천문대 등에서 25일까지 동시에 진행된다. 대전=",http://www.dt.co.kr/contents.html?article_no=2010042202011657731004
41,2010.04.21.,천문硏 23~25일 '꿈돌이 별축제' 꿈돌이랜드 일원,뉴시스,"한편 이번 행사는 꿈돌이 사이언스 페스티벌의 일환으로 진행되며 이 페스티벌은 꿈돌이랜드와 엑스포과학공원, 대전교육과학연구원, 대전문화산업진흥원, 대전시민천문대 등에서 동시에 펼쳐진다. bartongs@newsis.com",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=003&aid=0003198869
42,2010.04.23.,"""LED 액자, 병풍을 아시나요""",뉴시스,"또, 엔텍하우스는 24~25일 이틀 동안 대전 엑스포과학공원에서 열리는 사이언스페스티벌의 '그린에너지 탐험'이란 주제의 'LED전시 및 체험 코너'에 초청돼 시연도 한다. 엔텍하우스 관계자는 ""녹색기술이 기존...",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=003&aid=0003203444
43,2010.04.21.,'최초 우주인도 만나고 우주식품도 먹고',노컷뉴스,"대전 엑스포 과학공원 주변에서는 탐험과 체험이 어우러진 과학 한마당 행사가 펼쳐진다. '2010 꿈돌이 사이언스 페스티벌'인데, 올해는 '그린 에너지를 찾아라-꿈돌이 탐험대'를 주제로 새로운 에너지의 개발 현황과...",http://www.cbs.co.kr/nocut/Show.asp?IDX=1452685
44,2010.04.25.,화창한 날씨속 '봄을 즐기자' 산과 유원지 '북적'…26일에는 '비',뉴시스,대전의 대표적 도심 속 놀이시설인 꿈돌이동산에는 가족 단위 인파가 몰려들며 놀이기구를 타려는 아이들로 긴 줄이 이어졌고 특히 '2010꿈돌이사이언스페스티벌' 행사가 열리는 엑스포과학공원에는 주말과 휴일...,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=003&aid=0003206201
45,2010.04.09.,우주인 강의 들을까… 희귀생물 볼까…,동아일보,"과학도시 대전에선 ‘대전꿈돌이사이언스대회’를 23∼25일 엑스포과학공원에서 개최한다. 충남... 원자력 홍보 축제인 ‘행복한 원자력 페스티벌’은 23, 24일 서울 광진구 능동 어린이대공원에서 열린다....",http://news.donga.com/3/all/20100409/27451057/1
46,2010.04.07.,과학의 달 4월 체험행사 풍성,세계일보,"23~24일 어린이대공원서 원자력 페스티벌 과학의 달 4월을 맞이해 에너지, 환경, 우주 등 과학을 주제로 한... 공연인 ‘사이언스 매직쇼’와 환경의 소중함을 알려줄 뮤지컬 ‘지구가 뿔났다’가 부대행사로 열리며...",http://www.segye.com/Articles/NEWS/SOCIETY/Article.asp?aid=20100407001187&subctg1=&subctg2=
47,2010.10.04.,[전국 패트롤]서울시 산하 위원회 구조조정 24개 통폐합 外,서울경제,/용인=윤종열기자 7일부터 대전사이언스 페스티벌 개최 대전시는 7일부터 10일까지 4일간 엑스포과학공원 일원에서 대전의 대표 과학문화 축제인 대전사이언스 페스티벌을 개최한다. 올해로 13회째를 맞는 올해...,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=011&aid=0002099495
48,2011.09.13.,'대전 사이언스 페스티벌' 내달 6~9일 개최,연합뉴스,대전 사이언스 페스티벌'(자료사진)  대전시는 오는 10월 6~9일 엑스포과학공원 일원에서 '대전 사이언스페스티벌'을 연다고 13일 밝혔다. '노벨상의 꿈을 향하여!'라는 주제로 열리는 이번 행사는 과학과 문화가 어우러진...,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=001&aid=0005261733
49,2011.10.09.,대전 사이언스 페스티벌 성료,충청일보,&amp; [충청일보]대전엑스포과학공원 전역에서 지난8일부터9일까지 개최된 '2011 대전 사이언스 페스티벌'행사가 성황리에 종료했다. 이번 행사에는 14만5000명의 관객과 160개가 넘는 체험부스 설치와 100여개이상의 많은 체험...,http://n.ccdailynews.com/sub_read.html?uid=237012§ion=sc3
50,2011.10.06.,'2011 대전 사이언스 페스티벌' 개막,연합뉴스,"'2011 대전 사이언스 페스티벌'이 6일 대전 엑스포과학공원 일원에서 개막했다. 오는 9일까지 나흘간 진행되는 이번 페스티벌은 '노벨상의 꿈을 향하여'라는 주제로 체험, 전시, 강연, 투어 등 다채로운 프로그램들이...",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=001&aid=0005303453
51,2011.10.08.,대전 사이언스 페스티벌…'노벨상을 향해',MBN,"▶ 인터뷰 : 김진욱 / 학생 - ""물로 불을 붙이는 실험을 해서 신기해서 좋았고, 이번 실험을 계기로 과학자에 대한 꿈을 더 키울 수 있었어요."" 14번째를 맞는 대전 사이언스 페스티벌은 과학벨트 대전 유치를 기념하고...",http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00009&news_seq_no=1113025
52,2011.12.06.,대전시 과기본부 출범 1년 '대덕의 기적 이뤄',충청일보,"이외에도 올해 처음으로 특구 정부출연연 8개기관을 참여시켜 추진한 대전사이언스페스티벌 개최, 8회 WTA하이테크 페어를 통해 196억여원의 수출 계약 달성 등 과학도시로서의 위상을 드높였다. 이외에도 특구1단계...",http://n.ccdailynews.com/sub_read.html?uid=246659§ion=sc1
53,2011.10.04.,대전 '사이언스 페스티벌 2011' 개최,대전시티저널,대전시가 이달 6일부터 9일까지 4일동안 엑스포과학공원과 그 일원에서 '사이언스 페스티벌 2011'을 개최하기로 했다. 이 축제는 노벨상 수상에 대한 꿈과 이상을 주제로 한 프로그램 운영과 다양한 과학과 문화가...,http://www.gocj.net/news/articleView.html?idxno=37274
54,2011.10.07.,[대전·대덕] 대전사이언스 페스티벌 개막,YTN,‘2011 대전사이언스페스티벌'행사가 대전엑스포과학공원 일원에서 개막식을 열고 나흘간의 일정에 들어갔습니다. '노벨상의 꿈을 향하여'라는 주제로 열린 이번 대전사이언스페스티벌은 올해가 14번째로 160여...,http://www.ytn.co.kr/_ln/0115_201110070029063410
55,2011.10.06.,"대전시, 10월 한달 문화축제 풍성",뉴시스,또 같은 기간 엑스포 과학공원에서 '대전 사이언스 페스티벌'과 함께 '한밭 나눔 대축제'가 함께 열린다. 사이언스 페스티벌은 대전에서 가장 많은 관람객이 찾고 있는 대표축제로 이달 부로 해산돼 마케팅공사로...,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=003&aid=0004118561
56,2011.10.06.,대전 '축제로 풍성한 10월',노컷뉴스,"'2011 대전 사이언스 페스티벌'은 6일 대전 엑스포과학공원 일대에서 화려하게 개막해 오는 9일까지 '노벨상의 꿈을 향하여'라는 주제로 체험, 전시, 강연, 투어 등 다양한 프로그램을 선보인다. 대덕연구단지 내...",http://www.nocutnews.co.kr/Show.asp?IDX=1938441
57,2011.11.15.,"대전시, 계절별 대표축제에 차등지원",뉴시스,대전지역은 주최기관이 중구에서 시로 변경된 '효문화뿌리축제'가 올해 처음으로 유망축제에 선정됐다. 하지만 시가 대표 축제로 내세우고 있는 꿈돌이사이언스페스티벌이나 계족산 맨발축제 등은 포함돼 있지...,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=003&aid=0004190932
58,2011.09.28.,<대전소식> 대전 '도시디자인 대학생 포럼' 모집,연합뉴스,대전사이언스 페스티벌 내달 6∼9일 개최 (대전=연합뉴스) 대전시는 내달 6∼9일 엑스포과학공원 일대에서 '대전 사이언스 페스티벌 2011'을 연다고 28일 밝혔다. '노벨상의 꿈을 향하여'라는 주제로 열리는 이번 사이언스...,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=001&aid=0005289820
59,2011.10.06.,"대전테크노파크, 7일 `2011 대전 디자인 콘퍼런스`",전자신문,대전테크노파크는 이번 행사와는 별도로 오는 9일까지 나흘간 대전 엑스포과학공원에서 열리는 ‘대전 사이언스 페스티벌’의 일환으로 최근 열린 ‘대전발명경진대회’ 및 ‘디자인가치제고사업’ 우수작을 전시할...,http://www.etnews.com/201110060016
60,2011.10.02.,과학도시 대전시 10월 과학축제 풍성,뉴시스,"2일 대전시에 따르면, 6일부터 나흘간 엑스포과학공원 일원에서 '2011대전사이언스 페스티벌'이 열린다. 올해로 14회째를 맞는 이번 사이언스 페스티벌은 '노벨상의 꿈을 향하여'를 주제로 자기부상열차, 극저온의...",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=003&aid=0004110039
61,2011.10.04.,지속가능발전 전국대회 대전에서 열린다,오마이뉴스,"또한 폐막 후에는 '대전 사이언스 페스티벌' 관람도 예정되어 있다. 한편, 대전시민과 함께하는 이번 제13회 지속가능발전전국대회는 위기의 지구를 생각하는 친환경 대회를 위하여 종이컵 없는 행사로 진행된다.",http://www.ohmynews.com/NWS_Web/view/at_pg.aspx?CNTN_CD=A0001635510
62,2011.09.21.,대전 축제계절 가을엔 대표축제가 없다?,연합뉴스,"시가 주관하거나 지원한 '사이언스 페스티벌', '견우직녀 축제', '열기구축제' 등은 특정 분야를 주제로 한 것이어서 대표 축제로는 한계가 있었다. 대전 으능정이 루체페스타 축제 배재대 정광환 관광이벤트경영학과...",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=001&aid=0005274974
63,2011.04.01.,대전 꿈돌이사이언스페스티벌 9∼10일 개최,연합뉴스,대전 엑스포과학공원은 오는 9일부터 이틀간 '2011 꿈돌이 사이언스 페스티벌'을 연다고 1일 밝혔다. '꿈돌이의 과학체험여행'이란 주제로 열릴 이번 페스티벌에서는 30여개의 과학체험 행사와 대덕특구...,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0004989275
64,2011.05.02.,"""대전의 대표 관광지는 엑스포과학공원""",연합뉴스,"대전의 특성을 살릴 수 있는 지역축제로는 대전사이언스페스티벌(36.6%)을 가장 많이 꼽았고 그 다음으로는 한밭수목원 축제(14.7%), 효문화 뿌리축제(10.8%), 계족산 맨발축제(10.1%) 등 이었다. 대전지역의 축제 테마는...",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=001&aid=0005043712
65,2011.05.18.,제1회 대전발명경진대회,충청일보,"다운받아 대전테크노파크 지식재산센터를 방문하거나 우편으로 접수하면 된다. 입상자는 신청서 접수 후 기술성, 발명의 실현가능성, 우수성 등 3차에 걸친 심사와 최종 평가 등을 거쳐 오는 10월 사이언스페스티벌 행사...",http://n.ccdailynews.com/sub_read.html?uid=213569§ion=sc2
66,2011.05.02.,대전시 대표 관광지는 오월드·과학공원,뉴시스,"또 대전사이언스페스티벌을 대전을 대표하는 축제로 인식하고 있었다. 2일 대전시에 따르면, 배재대학교 자치여론연구소(소장 최호택 교수)가 지난 3월 21일부터 4월 20일까지 대전시민 만18세 이상 성인남녀...",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=003&aid=0003834550
67,2011.04.06.,"과학도시 대전, 2011 꿈돌이 사이언스 페스티벌’개최",한국경제,‘2011 꿈돌이 사이언스 페스티벌’이 오는 4월 9일~10일 이틀 동안 대전 엑스포과학공원 전역에서 무료로 개최된다. ‘꿈돌이의 과학체험여행’이란 주제로 열리는 이번 행사에는 30여종의 ‘과학체험행사’와...,http://kmomnews.hankyung.com/news/apps/news.sub_view?popup=0&nid=03&c1=03&c2=03&c3=00&nkey=201104061241221
68,2011.07.27.,푸드사이언스‘김흥국 모닝파워S’ 출시,서울경제,푸드사이언스는 숙취해소와 고지혈증 및 간기능 개선에 효과를 보이는 복어의 천연추출물을 숙취해소 음료로 개발하는 데 성공한 강소기업. 대한민국발명특허대전에서 특허청장상 및 특허유통페스티벌에서...,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=011&aid=0002170759
